"url","http_status","title","title_pixel_width","meta_description","description_character_count","h1","canonical","robots_meta","x_robots_tag","og_title","og_description","hreflang","detected_language","indexable","registry_title","registry_description","registry_og_title","registry_og_description","title_length","title_contains_tool_concept","title_avoids_boilerplate","title_brand_consistent","title_no_truncation","description_length","description_specific","canonical_self_referential","canonical_not_cross_language","noindex_absent","og_title_present","og_description_present"
"https://textcaseconverter.net/tools/morse-code/","200","Morse Code Translator — Text ↔ Morse (with Audio)","294","Translate text to Morse code and back. Optional audio playback for learning and practice. Copy and share results instantly.","123","","","","","","Translate text ↔ Morse code.","","","true","Morse Code Translator — Text ↔ Morse (with Audio)","Translate text to Morse code and back. Optional audio playback for learning and practice. Copy and share results instantly.","","Translate text ↔ Morse code.","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/binary-code-translator/","200","Binary Translator — Text ↔ Binary Code Converter","288","Translate text to binary and binary to text instantly. Great for learning encodings and quick conversions. Copy results in one click.","133","","","","","","Convert text ↔ binary code.","","","true","Binary Translator — Text ↔ Binary Code Converter","Translate text to binary and binary to text instantly. Great for learning encodings and quick conversions. Copy results in one click.","","Convert text ↔ binary code.","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/md5-hash/","200","MD5 Hash Generator — Create MD5 Checksums","246","Generate MD5 hashes from text or files for quick checksums and integrity tests. Copy or download results. Free and fast.","120","","","","","","Generate MD5 hashes and checksums.","","","true","MD5 Hash Generator — Create MD5 Checksums","Generate MD5 hashes from text or files for quick checksums and integrity tests. Copy or download results. Free and fast.","","Generate MD5 hashes and checksums.","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/base64-encoder-decoder/","200","Base64 Encoder/Decoder — Convert Text & Files","270","Encode/Decode Base64 for text and files safely. Copy, download, and validate. Useful for data URIs, tests, and debugging.","121","","","","","","Encode/decode Base64 (text/files).","","","true","Base64 Encoder/Decoder — Convert Text & Files","Encode/Decode Base64 for text and files safely. Copy, download, and validate. Useful for data URIs, tests, and debugging.","","Encode/decode Base64 (text/files).","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/bubble-text/","200","Bubble Text Generator — Cute Bubble Letters (Copy & Paste)","348","Make cute bubble letters for posts and messages. Type, preview, copy & paste instantly. Free and unlimited.","107","","","","","","Cute bubble letters (copy & paste).","","","true","Bubble Text Generator — Cute Bubble Letters (Copy & Paste)","Make cute bubble letters for posts and messages. Type, preview, copy & paste instantly. Free and unlimited.","","Cute bubble letters (copy & paste).","PASS","PASS","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/duplicate-line-remover/","200","Remove Duplicate Lines — Clean and Deduplicate Text","306","Remove duplicate lines from your text, keeping the first or unique only. Sort and clean lists for spreadsheets and code.","120","","","","","","Remove duplicate lines in text.","","","true","Remove Duplicate Lines — Clean and Deduplicate Text","Remove duplicate lines from your text, keeping the first or unique only. Sort and clean lists for spreadsheets and code.","","Remove duplicate lines in text.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/hex-to-text/","200","Hex to Text — Convert Hex Strings to Readable Text","300","Convert hexadecimal strings to human‑readable text and back. Great for debugging, encodings, and data conversions.","114","","","","","","Convert hex ↔ text.","","","true","Hex to Text — Convert Hex Strings to Readable Text","Convert hexadecimal strings to human‑readable text and back. Great for debugging, encodings, and data conversions.","","Convert hex ↔ text.","PASS","PASS","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/bold-text/","200","Bold Text Generator — Copy & Paste Stylish Bold","282","Make bold Unicode text that works on social, chats, and bios. Type, preview, and copy instantly. Free with no limits.","117","","","","","","Create bold Unicode text for social and chat.","","","true","Bold Text Generator — Copy & Paste Stylish Bold","Make bold Unicode text that works on social, chats, and bios. Type, preview, and copy instantly. Free with no limits.","","Create bold Unicode text for social and chat.","PASS","PASS","PASS","FAIL","PASS","FAIL","FAIL","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/phonetic-spelling/","200","Phonetic Spelling — Spell Names Clearly","234","Generate phonetic spellings for names and words to ensure clear pronunciation. Useful for calls, meetings, and transcripts.","123","","","","","","Generate phonetic spellings.","","","true","Phonetic Spelling — Spell Names Clearly","Generate phonetic spellings for names and words to ensure clear pronunciation. Useful for calls, meetings, and transcripts.","","Generate phonetic spellings.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/caesar-cipher/","200","Caesar Cipher — Encode/Decode with Shift","240","Encode or decode text with a Caesar cipher. Control shift amount, copy results, and learn about simple substitution ciphers.","124","","","","","","Encode/decode using Caesar shift.","","","true","Caesar Cipher — Encode/Decode with Shift","Encode or decode text with a Caesar cipher. Control shift amount, copy results, and learn about simple substitution ciphers.","","Encode/decode using Caesar shift.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
